fecha,local,visitante,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_puerta_local,tiros_puerta_visitante,amarillas_local,amarillas_visitante,temporada
09/11/2022,Almeria,Getafe,1,0,8,11,3,3,8,4,2022-2023
09/11/2022,Sevilla,Sociedad,1,2,6,17,3,9,2,2,2022-2023
09/11/2022,Espanol,Villarreal,0,1,14,10,6,3,1,3,2022-2023
09/11/2022,Mallorca,Ath Madrid,1,0,9,17,3,5,5,3,2022-2023
10/11/2022,Vallecano,Celta,0,0,10,11,3,3,7,1,2022-2023
10/11/2022,Valencia,Betis,3,0,15,5,7,1,1,3,2022-2023
10/11/2022,Real Madrid,Cadiz,2,1,18,10,5,5,3,3,2022-2023
29/12/2022,Girona,Vallecano,2,2,16,12,7,4,3,2,2022-2023
29/12/2022,Betis,Ath Bilbao,0,0,9,10,5,0,1,4,2022-2023
29/12/2022,Ath Madrid,Elche,2,0,18,5,4,1,3,4,2022-2023
30/12/2022,Getafe,Mallorca,2,0,14,3,6,0,0,1,2022-2023
30/12/2022,Cadiz,Almeria,1,1,12,18,6,9,2,0,2022-2023
30/12/2022,Celta,Sevilla,1,1,17,7,5,5,2,4,2022-2023
30/12/2022,Valladolid,Real Madrid,0,2,14,19,4,8,2,0,2022-2023
31/12/2022,Barcelona,Espanol,1,1,21,4,6,1,6,7,2022-2023
31/12/2022,Sociedad,Osasuna,2,0,9,11,2,3,1,1,2022-2023
31/12/2022,Villarreal,Valencia,2,1,14,13,8,4,1,3,2022-2023
06/01/2023,Elche,Celta,0,1,13,14,5,7,3,1,2022-2023
06/01/2023,Valencia,Cadiz,0,1,11,6,2,2,5,6,2022-2023
07/01/2023,Villarreal,Real Madrid,2,1,17,13,5,3,4,1,2022-2023
07/01/2023,Mallorca,Valladolid,1,0,13,9,4,1,2,3,2022-2023
07/01/2023,Espanol,Girona,2,2,12,12,6,5,3,2,2022-2023
08/01/2023,Almeria,Sociedad,0,2,6,9,1,6,1,0,2022-2023
08/01/2023,Vallecano,Betis,1,2,15,14,3,3,3,2,2022-2023
08/01/2023,Sevilla,Getafe,2,1,11,11,5,2,3,3,2022-2023
08/01/2023,Ath Madrid,Barcelona,0,1,20,10,5,2,2,3,2022-2023
09/01/2023,Ath Bilbao,Osasuna,0,0,17,3,3,1,0,1,2022-2023
13/01/2023,Celta,Villarreal,1,1,21,3,8,1,0,2,2022-2023
14/01/2023,Valladolid,Vallecano,0,1,9,13,2,6,2,2,2022-2023
14/01/2023,Girona,Sevilla,2,1,19,10,7,2,3,1,2022-2023
14/01/2023,Osasuna,Mallorca,1,0,15,6,4,2,2,3,2022-2023
14/01/2023,Sociedad,Ath Bilbao,3,1,11,6,5,2,5,1,2022-2023
15/01/2023,Getafe,Espanol,1,2,10,10,2,4,2,3,2022-2023
15/01/2023,Almeria,Ath Madrid,1,1,14,12,3,6,4,4,2022-2023
16/01/2023,Cadiz,Elche,1,1,16,12,3,5,3,2,2022-2023
20/01/2023,Mallorca,Celta,1,0,8,10,3,3,2,3,2022-2023
21/01/2023,Vallecano,Sociedad,0,2,14,12,2,7,0,0,2022-2023
21/01/2023,Espanol,Betis,1,0,8,13,2,4,3,2,2022-2023
21/01/2023,Ath Madrid,Valladolid,3,0,18,7,8,1,1,1,2022-2023
21/01/2023,Sevilla,Cadiz,1,0,17,4,9,1,1,4,2022-2023
22/01/2023,Villarreal,Girona,1,0,19,8,9,1,5,5,2022-2023
22/01/2023,Elche,Osasuna,1,1,13,8,4,4,2,1,2022-2023
22/01/2023,Barcelona,Getafe,1,0,8,7,4,3,1,2,2022-2023
22/01/2023,Ath Bilbao,Real Madrid,0,2,18,10,3,4,3,2,2022-2023
23/01/2023,Valencia,Almeria,2,2,16,14,6,3,2,1,2022-2023
27/01/2023,Almeria,Espanol,3,1,19,6,7,3,3,3,2022-2023
28/01/2023,Cadiz,Mallorca,2,0,11,9,4,2,2,2,2022-2023
28/01/2023,Girona,Barcelona,0,1,8,8,2,3,2,3,2022-2023
28/01/2023,Sevilla,Elche,3,0,22,6,8,1,1,3,2022-2023
28/01/2023,Getafe,Betis,0,1,6,13,1,2,4,2,2022-2023
29/01/2023,Valladolid,Valencia,1,0,13,15,6,2,3,1,2022-2023
29/01/2023,Osasuna,Ath Madrid,0,1,14,13,4,5,1,0,2022-2023
29/01/2023,Celta,Ath Bilbao,1,0,9,5,3,0,3,2,2022-2023
29/01/2023,Real Madrid,Sociedad,0,0,20,8,7,3,1,4,2022-2023
30/01/2023,Villarreal,Vallecano,0,1,12,11,3,3,2,3,2022-2023
01/02/2023,Betis,Barcelona,1,2,5,13,1,3,3,0,2022-2023
02/02/2023,Real Madrid,Valencia,2,0,19,4,7,0,3,1,2022-2023
03/02/2023,Ath Bilbao,Cadiz,4,1,17,15,9,3,2,1,2022-2023
04/02/2023,Espanol,Osasuna,1,1,9,9,4,3,3,5,2022-2023
04/02/2023,Elche,Villarreal,3,1,18,14,7,2,4,2,2022-2023
04/02/2023,Ath Madrid,Getafe,1,1,12,9,4,1,3,5,2022-2023
04/02/2023,Betis,Celta,3,4,15,9,7,7,2,3,2022-2023
05/02/2023,Mallorca,Real Madrid,1,0,4,20,1,1,5,5,2022-2023
05/02/2023,Girona,Valencia,1,0,20,8,8,4,1,4,2022-2023
05/02/2023,Sociedad,Valladolid,0,1,15,7,4,2,4,5,2022-2023
05/02/2023,Barcelona,Sevilla,3,0,16,3,7,1,0,2,2022-2023
06/02/2023,Vallecano,Almeria,2,0,15,14,11,5,3,3,2022-2023
10/02/2023,Cadiz,Girona,2,0,12,7,3,1,4,4,2022-2023
11/02/2023,Almeria,Betis,2,3,16,12,9,7,2,3,2022-2023
11/02/2023,Sevilla,Mallorca,2,0,15,6,6,0,5,2,2022-2023
11/02/2023,Valencia,Ath Bilbao,1,2,18,11,8,3,2,2,2022-2023
12/02/2023,Getafe,Vallecano,1,1,13,19,4,4,4,4,2022-2023
12/02/2023,Celta,Ath Madrid,0,1,14,10,3,2,2,2,2022-2023
12/02/2023,Valladolid,Osasuna,0,0,18,15,5,4,1,3,2022-2023
12/02/2023,Villarreal,Barcelona,0,1,11,7,2,4,4,4,2022-2023
13/02/2023,Espanol,Sociedad,2,3,10,11,6,5,4,1,2022-2023
15/02/2023,Real Madrid,Elche,4,0,26,7,13,0,1,3,2022-2023
17/02/2023,Girona,Almeria,6,2,14,16,8,4,1,1,2022-2023
18/02/2023,Sociedad,Celta,1,1,9,18,3,4,3,5,2022-2023
18/02/2023,Betis,Valladolid,2,1,16,17,10,3,3,5,2022-2023
18/02/2023,Mallorca,Villarreal,4,2,13,8,5,4,5,0,2022-2023
18/02/2023,Osasuna,Real Madrid,0,2,11,11,4,6,3,2,2022-2023
19/02/2023,Elche,Espanol,0,1,19,11,5,4,2,3,2022-2023
19/02/2023,Vallecano,Sevilla,1,1,18,7,5,2,4,1,2022-2023
19/02/2023,Ath Madrid,Ath Bilbao,1,0,17,8,5,2,2,3,2022-2023
19/02/2023,Barcelona,Cadiz,2,0,16,14,5,4,2,3,2022-2023
20/02/2023,Getafe,Valencia,1,0,15,8,6,3,6,1,2022-2023
24/02/2023,Elche,Betis,2,3,4,21,2,9,4,1,2022-2023
25/02/2023,Espanol,Mallorca,2,1,9,15,3,4,2,2,2022-2023
25/02/2023,Cadiz,Vallecano,1,0,5,11,3,2,3,4,2022-2023
25/02/2023,Real Madrid,Ath Madrid,1,1,18,7,7,2,3,3,2022-2023
25/02/2023,Valencia,Sociedad,1,0,8,11,3,3,6,3,2022-2023
26/02/2023,Ath Bilbao,Girona,2,3,17,8,3,4,5,5,2022-2023
26/02/2023,Celta,Valladolid,3,0,18,6,4,3,1,3,2022-2023
26/02/2023,Almeria,Barcelona,1,0,7,14,4,1,3,3,2022-2023
26/02/2023,Sevilla,Osasuna,2,3,22,11,8,4,4,2,2022-2023
27/02/2023,Villarreal,Getafe,2,1,11,8,5,3,0,1,2022-2023
03/03/2023,Sociedad,Cadiz,0,0,15,6,3,2,0,1,2022-2023
04/03/2023,Getafe,Girona,3,2,10,9,6,7,5,4,2022-2023
04/03/2023,Almeria,Villarreal,0,2,6,16,0,6,2,4,2022-2023
04/03/2023,Mallorca,Elche,0,1,14,15,3,6,3,3,2022-2023
04/03/2023,Ath Madrid,Sevilla,6,1,18,8,8,1,1,4,2022-2023
05/03/2023,Valladolid,Espanol,2,1,15,12,5,2,3,2,2022-2023
05/03/2023,Barcelona,Valencia,1,0,13,13,4,1,0,0,2022-2023
05/03/2023,Vallecano,Ath Bilbao,0,0,18,16,2,3,1,0,2022-2023
05/03/2023,Betis,Real Madrid,0,0,8,15,4,5,3,4,2022-2023
06/03/2023,Osasuna,Celta,0,0,10,6,5,0,0,2,2022-2023
10/03/2023,Cadiz,Getafe,2,2,11,16,4,10,4,5,2022-2023
11/03/2023,Real Madrid,Espanol,3,1,22,10,7,3,3,2,2022-2023
11/03/2023,Elche,Valladolid,1,1,24,5,10,1,4,6,2022-2023
11/03/2023,Celta,Vallecano,3,0,15,12,6,3,2,3,2022-2023
11/03/2023,Valencia,Osasuna,1,0,8,7,4,0,2,5,2022-2023
12/03/2023,Mallorca,Sociedad,1,1,8,8,2,2,2,2,2022-2023
12/03/2023,Sevilla,Almeria,2,1,27,13,5,5,4,4,2022-2023
12/03/2023,Villarreal,Betis,1,1,15,6,4,3,3,2,2022-2023
12/03/2023,Ath Bilbao,Barcelona,0,1,15,10,5,2,2,1,2022-2023
13/03/2023,Girona,Ath Madrid,0,1,6,14,4,4,2,3,2022-2023
17/03/2023,Valladolid,Ath Bilbao,1,3,15,15,3,6,2,2,2022-2023
18/03/2023,Almeria,Cadiz,1,1,17,10,5,4,1,4,2022-2023
18/03/2023,Vallecano,Girona,2,2,15,12,3,4,2,2,2022-2023
18/03/2023,Espanol,Celta,1,3,11,8,3,4,2,2,2022-2023
18/03/2023,Ath Madrid,Valencia,3,0,14,9,6,1,2,0,2022-2023
19/03/2023,Betis,Mallorca,1,0,10,5,3,1,1,2,2022-2023
19/03/2023,Osasuna,Villarreal,0,3,10,12,2,6,3,2,2022-2023
19/03/2023,Sociedad,Elche,2,0,17,4,4,3,2,1,2022-2023
19/03/2023,Getafe,Sevilla,2,0,15,11,4,4,4,2,2022-2023
19/03/2023,Barcelona,Real Madrid,2,1,17,11,7,3,4,3,2022-2023
31/03/2023,Mallorca,Osasuna,0,0,10,11,1,2,7,3,2022-2023
01/04/2023,Girona,Espanol,2,1,14,5,4,1,4,2,2022-2023
01/04/2023,Ath Bilbao,Getafe,0,0,17,9,3,1,0,0,2022-2023
01/04/2023,Cadiz,Sevilla,0,2,14,11,3,5,3,4,2022-2023
01/04/2023,Elche,Barcelona,0,4,15,12,2,6,0,3,2022-2023
02/04/2023,Celta,Almeria,2,2,21,8,5,3,3,5,2022-2023
02/04/2023,Real Madrid,Valladolid,6,0,30,12,17,2,0,1,2022-2023
02/04/2023,Villarreal,Sociedad,2,0,16,16,4,3,5,3,2022-2023
02/04/2023,Ath Madrid,Betis,1,0,13,6,7,2,1,2,2022-2023
03/04/2023,Valencia,Vallecano,1,1,18,7,4,2,2,3,2022-2023
07/04/2023,Sevilla,Celta,2,2,7,9,2,4,6,2,2022-2023
08/04/2023,Osasuna,Elche,2,1,22,7,6,1,1,3,2022-2023
08/04/2023,Espanol,Ath Bilbao,1,2,9,12,2,7,6,4,2022-2023
08/04/2023,Sociedad,Getafe,2,0,11,6,6,4,2,1,2022-2023
08/04/2023,Real Madrid,Villarreal,2,3,18,17,4,8,0,3,2022-2023
09/04/2023,Valladolid,Mallorca,3,3,10,14,6,6,3,5,2022-2023
09/04/2023,Betis,Cadiz,0,2,9,15,3,4,3,3,2022-2023
09/04/2023,Almeria,Valencia,2,1,10,11,4,4,3,2,2022-2023
09/04/2023,Vallecano,Ath Madrid,1,2,15,14,3,4,0,0,2022-2023
10/04/2023,Barcelona,Girona,0,0,18,5,3,0,0,2,2022-2023
14/04/2023,Vallecano,Osasuna,2,1,12,8,3,4,2,3,2022-2023
15/04/2023,Villarreal,Valladolid,1,2,22,14,7,7,1,6,2022-2023
15/04/2023,Ath Bilbao,Sociedad,2,0,13,13,5,4,5,2,2022-2023
15/04/2023,Betis,Espanol,3,1,15,13,8,4,2,2,2022-2023
15/04/2023,Cadiz,Real Madrid,0,2,12,35,3,11,1,0,2022-2023
16/04/2023,Girona,Elche,2,0,14,13,4,5,3,3,2022-2023
16/04/2023,Getafe,Barcelona,0,0,5,15,1,3,2,1,2022-2023
16/04/2023,Ath Madrid,Almeria,2,1,19,2,7,0,3,3,2022-2023
16/04/2023,Valencia,Sevilla,0,2,13,6,3,3,1,4,2022-2023
17/04/2023,Celta,Mallorca,0,1,12,8,3,2,2,1,2022-2023
21/04/2023,Espanol,Cadiz,0,0,14,11,5,2,4,2,2022-2023
22/04/2023,Osasuna,Betis,3,2,10,21,5,6,2,0,2022-2023
22/04/2023,Almeria,Ath Bilbao,1,2,12,14,4,3,2,4,2022-2023
22/04/2023,Sociedad,Vallecano,2,1,7,7,1,2,1,2,2022-2023
22/04/2023,Valladolid,Girona,1,0,15,12,6,6,1,1,2022-2023
22/04/2023,Real Madrid,Celta,2,0,17,12,5,2,1,2,2022-2023
23/04/2023,Elche,Valencia,0,2,7,5,1,3,3,1,2022-2023
23/04/2023,Barcelona,Ath Madrid,1,0,13,13,4,3,4,7,2022-2023
23/04/2023,Mallorca,Getafe,3,1,8,3,4,1,2,3,2022-2023
23/04/2023,Sevilla,Villarreal,2,1,17,17,4,5,1,2,2022-2023
25/04/2023,Cadiz,Osasuna,0,1,20,6,4,4,0,1,2022-2023
25/04/2023,Girona,Real Madrid,4,2,13,18,5,3,1,2,2022-2023
25/04/2023,Betis,Sociedad,0,0,10,10,1,3,1,3,2022-2023
26/04/2023,Ath Madrid,Mallorca,3,1,24,6,9,2,0,0,2022-2023
26/04/2023,Getafe,Almeria,1,2,21,23,9,11,2,2,2022-2023
26/04/2023,Celta,Elche,1,0,17,16,9,1,0,0,2022-2023
26/04/2023,Vallecano,Barcelona,2,1,9,10,6,5,1,4,2022-2023
27/04/2023,Valencia,Valladolid,2,1,18,8,5,2,0,4,2022-2023
27/04/2023,Villarreal,Espanol,4,2,31,13,13,4,2,4,2022-2023
27/04/2023,Ath Bilbao,Sevilla,0,1,7,4,2,1,3,3,2022-2023
28/04/2023,Osasuna,Sociedad,0,2,13,12,1,8,3,1,2022-2023
29/04/2023,Elche,Vallecano,4,0,18,14,9,3,1,2,2022-2023
29/04/2023,Real Madrid,Almeria,4,2,15,9,12,3,2,2,2022-2023
29/04/2023,Barcelona,Betis,4,0,15,4,8,1,0,2,2022-2023
30/04/2023,Cadiz,Valencia,2,1,8,16,4,4,6,2,2022-2023
30/04/2023,Villarreal,Celta,3,1,9,14,3,5,1,4,2022-2023
30/04/2023,Espanol,Getafe,1,0,17,7,8,2,3,5,2022-2023
30/04/2023,Valladolid,Ath Madrid,2,5,19,9,6,6,2,1,2022-2023
01/05/2023,Mallorca,Ath Bilbao,1,1,9,16,2,6,4,2,2022-2023
01/05/2023,Sevilla,Girona,0,2,23,9,5,3,1,1,2022-2023
02/05/2023,Almeria,Elche,2,1,10,14,4,1,2,2,2022-2023
02/05/2023,Barcelona,Osasuna,1,0,21,7,4,2,0,0,2022-2023
02/05/2023,Sociedad,Real Madrid,2,0,9,10,4,5,1,5,2022-2023
03/05/2023,Valencia,Villarreal,1,1,8,11,1,4,4,2,2022-2023
03/05/2023,Ath Madrid,Cadiz,5,1,18,2,8,1,3,2,2022-2023
03/05/2023,Getafe,Celta,1,0,14,7,4,1,7,5,2022-2023
04/05/2023,Girona,Mallorca,2,1,17,8,7,2,4,0,2022-2023
04/05/2023,Sevilla,Espanol,3,2,18,7,6,3,1,2,2022-2023
04/05/2023,Ath Bilbao,Betis,0,1,21,12,6,2,1,3,2022-2023
04/05/2023,Vallecano,Valladolid,2,1,16,7,6,4,0,0,2022-2023
12/05/2023,Mallorca,Cadiz,1,0,8,14,3,4,5,3,2022-2023
13/05/2023,Sociedad,Girona,2,2,18,13,6,6,5,3,2022-2023
13/05/2023,Osasuna,Almeria,3,1,18,8,7,3,0,0,2022-2023
13/05/2023,Villarreal,Ath Bilbao,5,1,17,11,11,5,4,3,2022-2023
13/05/2023,Real Madrid,Getafe,1,0,16,9,3,2,1,4,2022-2023
14/05/2023,Celta,Valencia,1,2,10,12,6,5,3,5,2022-2023
14/05/2023,Elche,Ath Madrid,1,0,15,13,4,4,2,0,2022-2023
14/05/2023,Valladolid,Sevilla,0,3,28,17,6,5,2,1,2022-2023
14/05/2023,Espanol,Barcelona,2,4,15,15,7,5,1,3,2022-2023
15/05/2023,Betis,Vallecano,3,1,11,16,5,4,3,2,2022-2023
19/05/2023,Cadiz,Valladolid,2,0,11,6,4,2,4,4,2022-2023
20/05/2023,Girona,Villarreal,1,2,9,10,3,5,2,1,2022-2023
20/05/2023,Ath Bilbao,Celta,2,1,10,8,3,3,4,1,2022-2023
20/05/2023,Almeria,Mallorca,3,0,12,7,3,3,1,2,2022-2023
20/05/2023,Getafe,Elche,1,1,9,13,5,4,3,1,2022-2023
20/05/2023,Barcelona,Sociedad,1,2,13,13,4,6,4,4,2022-2023
21/05/2023,Vallecano,Espanol,1,2,15,10,5,6,2,2,2022-2023
21/05/2023,Ath Madrid,Osasuna,3,0,15,12,5,2,0,2,2022-2023
21/05/2023,Valencia,Real Madrid,1,0,12,13,6,5,4,2,2022-2023
21/05/2023,Sevilla,Betis,0,0,10,5,4,0,2,2,2022-2023
23/05/2023,Celta,Girona,1,1,16,11,7,4,0,0,2022-2023
23/05/2023,Sociedad,Almeria,1,0,15,2,2,2,0,1,2022-2023
23/05/2023,Valladolid,Barcelona,3,1,8,16,4,6,1,0,2022-2023
24/05/2023,Elche,Sevilla,1,1,20,9,7,3,1,4,2022-2023
24/05/2023,Real Madrid,Vallecano,2,1,12,15,3,6,1,3,2022-2023
24/05/2023,Villarreal,Cadiz,2,0,13,16,7,8,1,2,2022-2023
24/05/2023,Betis,Getafe,0,1,11,9,4,2,2,5,2022-2023
24/05/2023,Espanol,Ath Madrid,3,3,26,16,13,7,2,3,2022-2023
25/05/2023,Mallorca,Valencia,1,0,4,15,3,5,4,2,2022-2023
25/05/2023,Osasuna,Ath Bilbao,2,0,9,10,3,5,3,3,2022-2023
27/05/2023,Sevilla,Real Madrid,1,2,11,6,1,3,2,4,2022-2023
28/05/2023,Almeria,Valladolid,0,0,23,8,7,2,0,4,2022-2023
28/05/2023,Ath Bilbao,Elche,0,1,27,6,8,2,1,1,2022-2023
28/05/2023,Ath Madrid,Sociedad,2,1,11,10,5,5,2,2,2022-2023
28/05/2023,Barcelona,Mallorca,3,0,28,3,9,1,0,0,2022-2023
28/05/2023,Cadiz,Celta,1,0,13,9,3,4,9,5,2022-2023
28/05/2023,Getafe,Osasuna,2,1,16,10,6,2,3,1,2022-2023
28/05/2023,Girona,Betis,1,2,9,18,3,7,0,1,2022-2023
28/05/2023,Valencia,Espanol,2,2,19,9,4,5,0,4,2022-2023
28/05/2023,Vallecano,Villarreal,2,1,15,7,4,2,3,5,2022-2023
04/06/2023,Mallorca,Vallecano,3,0,8,20,4,4,0,0,2022-2023
04/06/2023,Osasuna,Girona,2,1,14,11,7,6,1,5,2022-2023
04/06/2023,Real Madrid,Ath Bilbao,1,1,9,15,2,9,2,2,2022-2023
04/06/2023,Sociedad,Sevilla,2,1,17,9,6,4,0,1,2022-2023
04/06/2023,Villarreal,Ath Madrid,2,2,22,9,7,3,3,2,2022-2023
04/06/2023,Betis,Valencia,1,1,8,10,3,3,3,0,2022-2023
04/06/2023,Celta,Barcelona,2,1,12,9,9,2,2,2,2022-2023
04/06/2023,Elche,Cadiz,1,1,12,14,5,3,4,3,2022-2023
04/06/2023,Espanol,Almeria,3,3,12,11,8,4,2,3,2022-2023
04/06/2023,Valladolid,Getafe,0,0,15,4,0,1,1,3,2022-2023
11/08/2023,Almeria,Vallecano,0,2,19,10,5,4,1,3,2023-2024
11/08/2023,Sevilla,Valencia,1,2,9,10,3,3,3,2,2023-2024
12/08/2023,Sociedad,Girona,1,1,15,6,2,1,2,5,2023-2024
12/08/2023,Las Palmas,Mallorca,1,1,5,12,2,2,3,2,2023-2024
12/08/2023,Ath Bilbao,Real Madrid,0,2,7,14,1,8,3,1,2023-2024
13/08/2023,Celta,Osasuna,0,2,11,11,1,5,1,1,2023-2024
13/08/2023,Villarreal,Betis,1,2,18,12,5,5,1,3,2023-2024
13/08/2023,Getafe,Barcelona,0,0,5,14,2,4,8,2,2023-2024
14/08/2023,Cadiz,Alaves,1,0,12,10,3,2,3,2,2023-2024
14/08/2023,Ath Madrid,Granada,3,1,14,7,6,4,3,1,2023-2024
18/08/2023,Mallorca,Villarreal,0,1,8,15,1,3,2,4,2023-2024
18/08/2023,Valencia,Las Palmas,1,0,9,7,4,1,0,0,2023-2024
19/08/2023,Sociedad,Celta,1,1,11,17,2,6,2,1,2023-2024
19/08/2023,Almeria,Real Madrid,1,3,20,24,8,9,1,0,2023-2024
19/08/2023,Osasuna,Ath Bilbao,0,2,18,8,7,2,1,5,2023-2024
20/08/2023,Girona,Getafe,3,0,7,9,6,2,2,5,2023-2024
20/08/2023,Barcelona,Cadiz,2,0,23,10,10,1,4,3,2023-2024
20/08/2023,Betis,Ath Madrid,0,0,14,5,0,1,2,1,2023-2024
21/08/2023,Alaves,Sevilla,4,3,14,12,7,2,1,2,2023-2024
21/08/2023,Granada,Vallecano,0,2,14,17,7,9,2,1,2023-2024
25/08/2023,Las Palmas,Sociedad,0,0,11,8,5,1,1,4,2023-2024
25/08/2023,Celta,Real Madrid,0,1,13,10,4,3,2,3,2023-2024
26/08/2023,Cadiz,Almeria,1,1,11,5,3,2,0,5,2023-2024
26/08/2023,Granada,Mallorca,3,2,10,10,4,5,2,7,2023-2024
26/08/2023,Sevilla,Girona,1,2,21,8,4,3,2,1,2023-2024
27/08/2023,Villarreal,Barcelona,3,4,13,21,6,11,3,3,2023-2024
27/08/2023,Valencia,Osasuna,1,2,16,7,4,2,3,4,2023-2024
27/08/2023,Ath Bilbao,Betis,4,2,14,7,6,3,4,2,2023-2024
28/08/2023,Getafe,Alaves,1,0,15,16,4,2,1,2,2023-2024
28/08/2023,Vallecano,Ath Madrid,0,7,12,17,3,10,4,3,2023-2024
01/09/2023,Cadiz,Villarreal,3,1,18,7,4,3,5,4,2023-2024
01/09/2023,Almeria,Celta,2,3,16,14,5,8,1,1,2023-2024
02/09/2023,Sociedad,Granada,5,3,15,8,6,5,1,5,2023-2024
02/09/2023,Real Madrid,Getafe,2,1,26,6,12,2,2,6,2023-2024
02/09/2023,Alaves,Valencia,1,0,7,9,1,4,4,2,2023-2024
02/09/2023,Betis,Vallecano,1,0,14,15,5,6,3,5,2023-2024
03/09/2023,Girona,Las Palmas,1,0,11,10,6,5,3,3,2023-2024
03/09/2023,Mallorca,Ath Bilbao,0,0,8,11,2,3,0,1,2023-2024
03/09/2023,Osasuna,Barcelona,1,2,11,9,3,4,1,3,2023-2024
15/09/2023,Vallecano,Alaves,2,0,20,9,11,1,2,3,2023-2024
16/09/2023,Ath Bilbao,Cadiz,3,0,20,5,9,4,1,4,2023-2024
16/09/2023,Valencia,Ath Madrid,3,0,12,11,8,3,1,5,2023-2024
16/09/2023,Celta,Mallorca,0,1,16,7,4,4,1,3,2023-2024
16/09/2023,Barcelona,Betis,5,0,17,11,9,2,1,2,2023-2024
17/09/2023,Getafe,Osasuna,3,2,11,8,6,3,6,2,2023-2024
17/09/2023,Villarreal,Almeria,2,1,10,17,4,7,2,3,2023-2024
17/09/2023,Sevilla,Las Palmas,1,0,26,12,9,2,3,5,2023-2024
17/09/2023,Real Madrid,Sociedad,2,1,17,15,8,5,3,2,2023-2024
18/09/2023,Granada,Girona,2,4,12,13,5,7,3,3,2023-2024
22/09/2023,Alaves,Ath Bilbao,0,2,15,11,5,3,2,2,2023-2024
23/09/2023,Girona,Mallorca,5,3,23,15,10,5,1,5,2023-2024
23/09/2023,Osasuna,Sevilla,0,0,16,15,2,3,2,3,2023-2024
23/09/2023,Barcelona,Celta,3,2,15,13,6,7,2,1,2023-2024
23/09/2023,Almeria,Valencia,2,2,17,7,10,5,4,2,2023-2024
24/09/2023,Sociedad,Getafe,4,3,10,10,6,7,3,2,2023-2024
24/09/2023,Vallecano,Villarreal,1,1,11,13,6,6,2,3,2023-2024
24/09/2023,Betis,Cadiz,1,1,21,5,7,1,2,3,2023-2024
24/09/2023,Las Palmas,Granada,1,0,10,2,3,1,6,4,2023-2024
24/09/2023,Ath Madrid,Real Madrid,3,1,10,20,4,5,1,3,2023-2024
26/09/2023,Sevilla,Almeria,5,1,18,10,9,1,3,2,2023-2024
26/09/2023,Mallorca,Barcelona,2,2,10,10,5,4,4,1,2023-2024
27/09/2023,Ath Bilbao,Getafe,2,2,9,13,4,5,5,6,2023-2024
27/09/2023,Real Madrid,Las Palmas,2,0,21,16,9,2,0,1,2023-2024
27/09/2023,Villarreal,Girona,1,2,14,17,3,5,3,2,2023-2024
27/09/2023,Cadiz,Vallecano,0,0,9,9,2,4,5,6,2023-2024
27/09/2023,Valencia,Sociedad,0,1,9,2,2,1,4,7,2023-2024
28/09/2023,Celta,Alaves,1,1,8,21,0,11,5,3,2023-2024
28/09/2023,Granada,Betis,1,1,19,13,7,3,2,1,2023-2024
28/09/2023,Osasuna,Ath Madrid,0,2,13,4,2,3,3,3,2023-2024
29/09/2023,Barcelona,Sevilla,1,0,18,12,5,3,2,3,2023-2024
30/09/2023,Getafe,Villarreal,0,0,22,3,9,0,2,4,2023-2024
30/09/2023,Vallecano,Mallorca,2,2,19,9,5,4,2,5,2023-2024
30/09/2023,Girona,Real Madrid,0,3,13,14,3,7,2,2,2023-2024
30/09/2023,Sociedad,Ath Bilbao,3,0,8,18,5,3,2,2,2023-2024
01/10/2023,Almeria,Granada,3,3,17,19,5,4,2,1,2023-2024
01/10/2023,Alaves,Osasuna,0,2,17,10,3,3,2,3,2023-2024
01/10/2023,Ath Madrid,Cadiz,3,2,18,8,9,4,1,3,2023-2024
01/10/2023,Betis,Valencia,3,0,15,9,7,2,2,2,2023-2024
02/10/2023,Las Palmas,Celta,2,1,16,11,5,3,2,1,2023-2024
06/10/2023,Ath Bilbao,Almeria,3,0,23,4,9,1,2,0,2023-2024
07/10/2023,Cadiz,Girona,0,1,8,20,2,5,1,3,2023-2024
07/10/2023,Real Madrid,Osasuna,4,0,19,7,9,1,2,2,2023-2024
07/10/2023,Mallorca,Valencia,1,1,9,11,5,3,2,1,2023-2024
07/10/2023,Sevilla,Vallecano,2,2,22,7,6,4,5,2,2023-2024
08/10/2023,Villarreal,Las Palmas,1,2,9,8,4,5,4,4,2023-2024
08/10/2023,Ath Madrid,Sociedad,2,1,14,13,5,4,3,3,2023-2024
08/10/2023,Alaves,Betis,1,1,15,6,5,2,3,3,2023-2024
08/10/2023,Celta,Getafe,2,2,26,3,11,2,1,8,2023-2024
08/10/2023,Granada,Barcelona,2,2,7,22,2,10,4,1,2023-2024
20/10/2023,Osasuna,Granada,2,0,12,13,6,3,3,4,2023-2024
21/10/2023,Sociedad,Mallorca,1,0,14,18,6,7,3,3,2023-2024
21/10/2023,Getafe,Betis,1,1,14,13,4,3,5,2,2023-2024
21/10/2023,Sevilla,Real Madrid,1,1,17,14,7,5,5,2,2023-2024
21/10/2023,Celta,Ath Madrid,0,3,16,12,3,7,3,2,2023-2024
22/10/2023,Las Palmas,Vallecano,0,1,12,12,6,4,4,3,2023-2024
22/10/2023,Girona,Almeria,5,2,19,9,8,5,1,2,2023-2024
22/10/2023,Villarreal,Alaves,1,1,12,16,3,7,4,3,2023-2024
